user_nickname,last_celeb_chat_date,first_celeb_chat_date,celeb_chat_period,celeb_chat_week,celeb_chat_count,avg_celeb_chat,last_week_celeb_chat_count,celeb_chat_length,celeb_chat_avg_len,churn,celeb_joinus_date,celeb_type
(ㅅ´ ˘ `)♡,2022-11-17,2022-11-17,1,1,7,7.0,7,57.0,8.142857142857142,1,before 2022-09-04,churn_customer
102,2023-01-18,2023-01-17,2,1,4,4.0,4,26.0,6.5,0,2023-01-17,new_customer
104,2023-01-17,2023-01-17,1,1,1,1.0,1,2.0,2.0,0,2023-01-17,new_customer
105,2023-01-17,2023-01-17,1,1,13,13.0,13,144.0,11.076923076923077,0,2023-01-17,new_customer
106,2023-01-19,2023-01-17,3,1,9,9.0,9,48.0,5.333333333333333,0,2023-01-17,new_customer
107,2023-01-17,2023-01-17,1,1,1,1.0,1,2.0,2.0,0,2023-01-17,new_customer
108,2023-01-17,2023-01-17,1,1,1,1.0,1,2.0,2.0,0,2023-01-17,new_customer
10810,2023-01-18,2023-01-17,2,1,4,4.0,4,7.0,1.75,0,2023-01-17,new_customer
109,2023-01-19,2023-01-18,2,1,9,9.0,9,86.0,9.555555555555555,0,before 2022-09-04,new_customer
110,2023-01-19,2023-01-18,2,1,5,5.0,5,13.0,2.6,0,2023-01-18,new_customer
511,2022-10-05,2022-10-05,1,1,2,2.0,2,5.0,2.5,1,2022-10-05,churn_customer
512,2022-10-05,2022-10-05,1,1,2,2.0,2,3.0,1.5,1,2022-10-05,churn_customer
8,2023-01-20,2023-01-20,1,1,1,1.0,1,8.0,8.0,0,before 2022-09-04,new_customer
BJ민하_+,2022-12-20,2022-12-20,1,1,4,4.0,4,108.0,27.0,1,2022-12-20,churn_customer
Chu_a,2023-01-20,2022-11-26,56,8,964,120.5,81,8481.0,8.797717842323651,0,2022-11-26,mid_term
Coomo,2022-09-06,2022-09-06,1,1,1,1.0,1,1.0,1.0,1,before 2022-09-04,churn_customer
Cuha_큐하,2022-09-20,2022-09-20,1,1,2,2.0,2,55.0,27.5,1,before 2022-09-04,churn_customer
E효,2023-01-19,2022-12-28,23,4,3,0.75,2,44.0,14.666666666666666,0,2022-12-20,new_customer
GamZae BaW Lee SeonW,2023-01-15,2022-12-06,41,6,42,7.0,7,604.0,14.380952380952381,0,before 2022-09-04,mid_term
Kik5o,2022-10-19,2022-10-13,7,1,54,54.0,54,1791.0,33.166666666666664,1,before 2022-09-04,churn_customer
KoreAlo,2022-11-12,2022-11-12,1,1,9,9.0,9,195.0,21.666666666666668,1,2022-11-12,churn_customer
LAO,2022-12-22,2022-12-12,11,2,802,401.0,317,15838.0,19.748129675810475,1,2022-12-12,churn_customer
LAO(라오),2023-01-20,2022-12-22,30,5,616,123.2,57,13913.0,22.586038961038962,0,before 2022-09-04,new_customer
Martina Rose,2022-11-01,2022-09-17,46,7,420,60.0,3,6019.0,14.33095238095238,1,2022-09-17,churn_customer
NC수장위대하이,2022-12-14,2022-12-14,1,1,1,1.0,1,8.0,8.0,1,2022-10-29,churn_customer
New,2022-12-07,2022-11-30,8,2,233,116.5,232,2131.0,9.145922746781116,1,before 2022-09-04,churn_customer
Npick,2022-09-13,2022-09-13,1,1,1,1.0,1,2.0,2.0,1,before 2022-09-04,churn_customer
NpickJudy,2022-09-13,2022-09-13,1,1,1,1.0,1,2.0,2.0,1,before 2022-09-04,churn_customer
O,2023-01-08,2023-01-07,2,1,9,9.0,9,185.0,20.555555555555557,1,2023-01-07,churn_customer
TANSEONG,2022-11-28,2022-11-28,1,1,1,1.0,1,28.0,28.0,1,before 2022-09-04,churn_customer
Yeonwoo15,2022-09-09,2022-09-07,3,1,41,41.0,41,1926.0,46.97560975609756,1,before 2022-09-04,churn_customer
Yewon,2023-01-20,2022-09-13,130,19,28771,1514.26,735,249260.0,8.663584859754614,0,before 2022-09-04,long_term
[ 🍒체리립스🍒 ]POTTS,2023-01-18,2023-01-18,1,1,74,74.0,74,962.0,13.0,0,2023-01-18,new_customer
_김유메_,2022-10-17,2022-09-04,44,7,22,3.14,1,701.0,31.863636363636363,1,before 2022-09-04,churn_customer
_네린,2023-01-20,2022-09-23,120,18,2133,118.5,217,39451.0,18.495546179090482,0,before 2022-09-04,long_term
_두부야_,2023-01-05,2022-09-04,124,18,24,1.33,14,570.0,23.75,1,before 2022-09-04,churn_customer
_보야,2023-01-20,2022-12-19,33,5,1848,369.6,74,28666.0,15.511904761904763,0,2022-12-19,new_customer
_세현,2022-12-13,2022-09-05,100,15,46,3.07,1,494.0,10.73913043478261,1,before 2022-09-04,churn_customer
_지웅,2022-11-23,2022-11-18,6,1,28,28.0,28,215.0,7.678571428571429,1,2022-11-10,churn_customer
_찌미,2022-12-30,2022-09-04,118,17,45,2.65,1,722.0,16.044444444444444,1,before 2022-09-04,churn_customer
_캡사이신_,2022-11-23,2022-09-04,81,12,11,0.92,2,274.0,24.90909090909091,1,before 2022-09-04,churn_customer
_코히,2023-01-20,2022-09-08,135,20,6038,301.9,442,80703.0,13.365849619079166,0,before 2022-09-04,long_term
_해사,2023-01-20,2022-11-14,68,10,2048,204.8,89,36525.0,17.83447265625,0,before 2022-09-04,mid_term
_흑강_,2022-09-07,2022-09-07,1,1,1,1.0,1,44.0,44.0,1,before 2022-09-04,churn_customer
bbbbbb,2022-12-04,2022-12-04,1,1,2,2.0,2,5.0,2.5,1,2022-12-04,churn_customer
cel1,2022-09-13,2022-09-13,1,1,14,14.0,14,220.0,15.714285714285714,1,2022-09-13,churn_customer
cel1보통7글자,2022-09-19,2022-09-19,1,1,6,6.0,6,65.0,10.833333333333334,1,before 2022-09-04,churn_customer
cel2,2022-09-15,2022-09-13,3,1,29,29.0,29,269.0,9.275862068965518,1,2022-09-13,churn_customer
cel2셀이당신의친구세리,2022-09-20,2022-09-20,1,1,1,1.0,1,5.0,5.0,1,before 2022-09-04,churn_customer
cel3,2022-09-18,2022-09-13,6,1,11,11.0,11,59.0,5.363636363636363,1,2022-09-13,churn_customer
cel4. 미확인테스트,2022-09-13,2022-09-13,1,1,3,3.0,3,51.0,17.0,1,2022-09-13,churn_customer
cel5미확인테스트,2022-09-13,2022-09-13,1,1,4,4.0,4,53.0,13.25,1,2022-09-13,churn_customer
cel☹️111111,2022-09-19,2022-09-19,1,1,4,4.0,4,102.0,25.5,1,2022-09-19,churn_customer
cha18ting,2022-10-16,2022-09-20,27,4,85,21.25,3,565.0,6.647058823529412,1,2022-09-20,churn_customer
cha23ting,2022-11-30,2022-11-30,1,1,1,1.0,1,4.0,4.0,1,2022-10-26,churn_customer
cha24ting,2022-12-05,2022-11-19,17,3,5,1.67,2,110.0,22.0,1,2022-11-19,churn_customer
cha25ting,2022-11-30,2022-11-30,1,1,8,8.0,8,44.0,5.5,1,2022-11-30,churn_customer
cha26ting,2022-12-05,2022-12-05,1,1,9,9.0,9,626.0,69.55555555555556,1,2022-12-05,churn_customer
dnjdjsj,2022-09-28,2022-09-28,1,1,1,1.0,1,1.0,1.0,1,2022-09-28,churn_customer
gamjaebaW,2022-11-23,2022-11-06,18,3,43,14.33,13,514.0,11.953488372093023,1,2022-11-06,churn_customer
gsh,2022-09-17,2022-09-17,1,1,2,2.0,2,12.0,6.0,1,before 2022-09-04,churn_customer
ko_moong,2022-09-06,2022-09-04,3,1,20,20.0,20,118.0,5.9,1,before 2022-09-04,churn_customer
mc509,2022-10-05,2022-10-05,1,1,5,5.0,5,18.0,3.6,1,2022-10-05,churn_customer
mcel01,2022-11-08,2022-09-15,55,8,371,46.38,38,3414.0,9.202156334231805,1,before 2022-09-04,churn_customer
mcel01z1!✨️,2022-09-22,2022-09-22,1,1,43,43.0,43,907.0,21.093023255813954,1,before 2022-09-04,churn_customer
mcel02,2022-11-30,2022-09-20,72,11,352,32.0,43,3159.0,8.974431818181818,1,before 2022-09-04,churn_customer
mcel02z1!😀,2022-09-22,2022-09-22,1,1,24,24.0,24,179.0,7.458333333333333,1,before 2022-09-04,churn_customer
mcel30,2022-09-22,2022-09-20,3,1,49,49.0,49,1140.0,23.26530612244898,1,before 2022-09-04,churn_customer
mcel30z1!😯,2022-11-29,2022-09-27,64,10,17,1.7,6,58.0,3.411764705882353,1,before 2022-09-04,churn_customer
mcel40,2022-11-19,2022-10-23,28,4,50,12.5,3,199.0,3.98,1,2022-09-20,churn_customer
mcel41,2022-11-19,2022-09-29,52,8,30,3.75,29,355.0,11.833333333333334,1,2022-09-22,churn_customer
mcel43,2022-10-05,2022-10-05,1,1,2,2.0,2,3.0,1.5,1,2022-10-05,churn_customer
mcel44,2022-10-05,2022-10-05,1,1,1,1.0,1,4.0,4.0,1,2022-10-05,churn_customer
mcel45,2022-10-05,2022-10-05,1,1,5,5.0,5,95.0,19.0,1,2022-10-05,churn_customer
mcel49,2022-10-19,2022-10-17,3,1,23,23.0,23,260.0,11.304347826086957,1,2022-10-17,churn_customer
mcel505,2022-12-02,2022-11-23,10,2,39,19.5,17,183.0,4.6923076923076925,1,before 2022-09-04,churn_customer
mcel506,2022-10-05,2022-10-05,1,1,5,5.0,5,157.0,31.4,1,2022-10-05,churn_customer
