user_nickname,last_celeb_chat_date,first_celeb_chat_date,celeb_chat_period,celeb_chat_week,celeb_chat_count,avg_celeb_chat,last_week_celeb_chat_count,celeb_chat_length,celeb_chat_avg_len,churn,celeb_joinus_date,celeb_type
해토,2022-12-29,2022-12-17,13,2,1579,789.5,692,21737.0,13.766307789740342,1,2022-12-17,churn_customer
햄토냥,2022-11-08,2022-10-20,20,3,108,36.0,13,1361.0,12.601851851851851,1,before 2022-09-04,churn_customer
헤니 Henny,2022-12-27,2022-12-27,1,1,1,1.0,1,2.0,2.0,1,2022-12-27,churn_customer
혁강이__,2022-09-26,2022-09-26,1,1,1,1.0,1,9.0,9.0,1,before 2022-09-04,churn_customer
혜아,2022-11-11,2022-09-04,69,10,32,3.2,13,501.0,15.65625,1,before 2022-09-04,churn_customer
호아요,2022-11-11,2022-11-11,1,1,3,3.0,3,8.0,2.6666666666666665,1,2022-11-10,churn_customer
홍구리_official,2023-01-16,2023-01-09,8,2,32,16.0,18,1167.0,36.46875,0,2023-01-09,new_customer
홍세비,2023-01-20,2022-09-04,139,20,510,25.5,24,8240.0,16.15686274509804,0,before 2022-09-04,long_term
효의,2022-11-15,2022-09-29,48,7,229,32.71,13,11985.0,52.33624454148472,1,2022-09-28,churn_customer
후__,2023-01-18,2022-09-04,137,20,1688,84.4,14,56893.0,33.704383886255926,0,before 2022-09-04,long_term
흉성,2022-11-20,2022-10-12,40,6,15,2.5,2,245.0,16.333333333333332,1,before 2022-09-04,churn_customer
흥녕,2022-11-21,2022-09-04,79,12,52,4.33,3,2816.0,54.15384615384615,1,before 2022-09-04,churn_customer
흰나비,2023-01-20,2023-01-03,18,3,95,31.67,27,5457.0,57.44210526315789,0,2023-01-02,new_customer
히데예요,2023-01-20,2022-09-04,139,20,19879,993.95,132,412879.0,20.769606117007896,0,before 2022-09-04,long_term
히라사와하나,2022-12-10,2022-10-08,64,10,12,1.2,1,234.0,19.5,1,before 2022-09-04,churn_customer
히요코,2022-10-17,2022-09-28,20,3,3189,1063.0,1086,37460.0,11.746629037315772,1,2022-09-28,churn_customer
히잉따,2023-01-19,2022-12-02,49,7,255,36.43,15,8269.0,32.42745098039216,0,before 2022-09-04,mid_term
히차,2022-12-07,2022-11-27,11,2,690,345.0,460,16677.0,24.169565217391305,1,2022-11-18,churn_customer
🍒체리쉬_문백찬,2022-12-08,2022-09-04,96,14,2556,182.57,57,89881.0,35.16471048513302,1,before 2022-09-04,churn_customer
🍒체리쉬_민영보,2023-01-06,2022-09-04,125,18,4047,224.83,199,189818.0,46.903385223622436,1,before 2022-09-04,churn_customer
🍒체리쉬_반이안,2023-01-20,2022-09-04,139,20,2704,135.2,115,97652.0,36.11390532544379,0,before 2022-09-04,long_term
🍒체리쉬_설 윤,2023-01-20,2022-09-04,139,20,2095,104.75,140,48277.0,23.043914081145584,0,before 2022-09-04,long_term
🍒체리쉬_온해빈,2023-01-20,2022-09-04,139,20,1875,93.75,165,39364.0,20.994133333333334,0,before 2022-09-04,long_term
🍒체리쉬_윤호림,2023-01-19,2022-09-04,138,20,2171,108.55,153,49264.0,22.69184707508061,0,before 2022-09-04,long_term
🍓아카영,2022-11-09,2022-10-05,36,6,1643,273.83,327,22724.0,13.830797321972003,1,before 2022-09-04,churn_customer
🍼한우유,2023-01-20,2022-12-21,31,5,261,52.2,100,5822.0,22.306513409961685,0,before 2022-09-04,new_customer
👿르릉이,2023-01-20,2022-11-27,55,8,167,20.88,2,1573.0,9.419161676646707,0,before 2022-09-04,mid_term
📢오늘의팬심 ver.03,2022-11-07,2022-09-04,65,10,2012,201.2,6,178505.0,88.72017892644135,1,before 2022-09-04,churn_customer
🔮뉸뉴,2023-01-18,2023-01-13,6,1,83,83.0,83,615.0,7.409638554216867,0,before 2022-09-04,new_customer
🖤기래민,2023-01-20,2022-11-28,54,8,966,120.75,105,15950.0,16.511387163561075,0,before 2022-09-04,mid_term
