user_nickname,last_celeb_chat_date,first_celeb_chat_date,celeb_chat_period,celeb_chat_week,celeb_chat_count,avg_celeb_chat,last_week_celeb_chat_count,celeb_chat_length,celeb_chat_avg_len,churn,celeb_joinus_date,celeb_type,last_fan_chat_date,first_fan_chat_date,fan_chat_period,fan_chat_week,fan_chat_count,avg_fan_chat,last_week_fan_chat_count,sticker_count,Total_sticker_sales,avg_sticker_price,churn_proba
주실,2022-10-04,2022-09-08,27,4,118,29.5,24,2857.0,24.21186440677966,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6313076660089206
주피디,2023-01-19,2022-11-19,62,9,169,18.78,14,5745.0,33.994082840236686,0,2022-11-19,mid_term,2023-01-19,2022-11-19,62.0,9.0,369.0,41.0,20.0,33.0,350.0,10.6,0.02624006836952432
진냐,2022-09-19,2022-09-11,9,2,440,220.0,314,2722.0,6.1863636363636365,1,before 2022-09-04,churn_customer,2022-09-27,2022-09-11,17.0,3.0,652.0,217.33,1.0,3.0,30.0,10.0,0.9970494836753868
진라면 순한맛,2023-01-20,2022-12-02,50,8,69,8.62,18,1141.0,16.536231884057973,0,2022-12-02,mid_term,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18192532997514738
진짜물_,2023-01-20,2022-09-07,136,20,5161,258.05,265,63106.0,12.227475295485371,0,before 2022-09-04,long_term,2023-01-20,2022-09-07,136.0,20.0,6338.0,316.9,321.0,42.0,1885.0,44.9,0.011673992492520487
짱예진,2022-10-31,2022-10-31,1,1,1,1.0,1,5.0,5.0,1,2022-10-31,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633151543285419
쩡우입니당,2022-09-06,2022-09-06,1,1,3,3.0,3,22.0,7.333333333333333,1,before 2022-09-04,churn_customer,2022-09-06,2022-09-06,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9736957129721533
쫌눈,2022-12-29,2022-11-16,44,7,15,2.14,1,284.0,18.933333333333334,1,2022-11-16,churn_customer,2023-01-01,2022-11-16,47.0,7.0,22.0,3.14,1.0,0.0,0.0,0.0,0.9794826912154252
쭈디,2022-09-27,2022-09-27,1,1,1,1.0,1,6.0,6.0,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966778129392991
쭈야,2023-01-19,2023-01-06,14,2,46,23.0,10,937.0,20.369565217391305,0,2023-01-05,new_customer,2023-01-20,2023-01-06,15.0,3.0,117.0,39.0,24.0,1.0,35.0,35.0,0.17668861897820323
쮸러스❤️,2022-09-27,2022-09-27,1,1,4,4.0,4,36.0,9.0,1,before 2022-09-04,churn_customer,2023-01-08,2022-09-06,125.0,18.0,15.0,0.83,1.0,0.0,0.0,0.0,0.9691082525031949
찡스,2023-01-20,2022-09-04,139,20,7595,379.75,271,90426.0,11.905990783410138,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,10941.0,547.05,438.0,0.0,0.0,0.0,0.11065773921548154
차맹,2022-12-07,2022-09-26,73,11,5717,519.73,482,87520.0,15.308728354031835,1,before 2022-09-04,churn_customer,2022-12-07,2022-09-26,73.0,11.0,3590.0,326.36,397.0,0.0,0.0,0.0,0.4772882040934784
차여울,2023-01-20,2022-11-08,74,11,369,33.55,22,9359.0,25.36314363143632,0,2022-11-08,mid_term,2023-01-20,2022-11-08,74.0,11.0,1225.0,111.36,86.0,6.0,793.0,132.2,0.021174617748207173
차윤,2022-10-16,2022-09-07,40,6,26,4.33,4,727.0,27.96153846153846,1,before 2022-09-04,churn_customer,2022-09-21,2022-09-04,18.0,3.0,60.0,20.0,24.0,0.0,0.0,0.0,0.9485415432986204
참다래,2022-12-20,2022-09-09,103,15,19,1.27,1,260.0,13.68421052631579,1,before 2022-09-04,churn_customer,2022-12-20,2022-09-04,108.0,16.0,49.0,3.06,5.0,0.0,0.0,0.0,0.9728551071229228
채수민,2022-12-25,2022-09-26,91,13,134,10.31,1,2373.0,17.708955223880597,1,before 2022-09-04,churn_customer,2022-11-07,2022-09-26,43.0,7.0,183.0,26.14,19.0,0.0,0.0,0.0,0.8843435127525062
채티_,2023-01-20,2022-12-16,36,6,1628,271.33,301,25845.0,15.875307125307126,0,2022-12-15,mid_term,2023-01-20,2022-12-16,36.0,6.0,3815.0,635.83,868.0,66.0,1265.0,19.2,0.02209316680646898
챠미,2023-01-20,2022-09-19,124,18,1025,56.94,35,34229.0,33.39414634146341,0,before 2022-09-04,long_term,2023-01-19,2022-09-19,123.0,18.0,2302.0,127.89,60.0,13.0,1570.0,120.8,0.01080572232774383
천땅뜌,2022-12-25,2022-10-28,59,9,159,17.67,2,1620.0,10.18867924528302,1,2022-10-28,churn_customer,2022-12-23,2022-10-28,57.0,9.0,228.0,25.33,1.0,0.0,0.0,0.0,0.9203948713388009
천미_,2022-10-30,2022-09-12,49,7,11,1.57,2,78.0,7.090909090909091,1,before 2022-09-04,churn_customer,2022-10-17,2022-09-22,26.0,4.0,9.0,2.25,1.0,0.0,0.0,0.0,0.9519789521815399
천사공,2023-01-20,2022-12-15,37,6,69,11.5,6,899.0,13.028985507246375,0,2022-12-14,mid_term,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2245552209026008
철구뽕알,2022-10-29,2022-10-28,2,1,25,25.0,25,368.0,14.72,1,2022-10-28,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7352795837617486
첫눈에뿅,2022-12-10,2022-11-08,33,5,112,22.4,2,2116.0,18.892857142857142,1,2022-11-08,churn_customer,2023-01-05,2022-11-08,59.0,9.0,153.0,17.0,1.0,0.0,0.0,0.0,0.9763001973309821
청다령,2022-11-02,2022-09-26,38,6,76,12.67,4,1838.0,24.18421052631579,1,before 2022-09-04,churn_customer,2022-11-02,2022-09-26,38.0,6.0,82.0,13.67,5.0,0.0,0.0,0.0,0.7708778022803883
청솔,2022-09-20,2022-09-20,1,1,3,3.0,3,49.0,16.333333333333332,1,before 2022-09-04,churn_customer,2022-09-20,2022-09-20,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.9276228170399055
체리아씨,2023-01-20,2022-09-04,139,20,523,26.15,18,18512.0,35.395793499043975,0,before 2022-09-04,long_term,2023-01-19,2022-09-04,138.0,20.0,746.0,37.3,18.0,1.0,50.0,50.0,0.034049540858955715
초심앙화,2022-09-08,2022-09-07,2,1,2,2.0,2,9.0,4.5,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9491075289142372
초열,2022-09-10,2022-09-09,2,1,118,118.0,118,2501.0,21.194915254237287,1,before 2022-09-04,churn_customer,2022-12-28,2022-09-04,116.0,17.0,101.0,5.94,1.0,1.0,10.0,10.0,0.9500895688933514
초이랑CHOIRANG,2022-10-09,2022-09-24,16,3,34,11.33,5,1033.0,30.38235294117647,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8826457992916348
초하,2022-09-07,2022-09-07,1,1,3,3.0,3,75.0,25.0,1,before 2022-09-04,churn_customer,2022-10-29,2022-10-29,1.0,1.0,1.0,1.0,1.0,4.0,210.0,52.5,0.9796393215401619
최고하영이,2022-11-20,2022-10-10,42,6,16,2.67,3,699.0,43.6875,1,2022-10-10,churn_customer,2022-11-20,2022-10-10,42.0,6.0,23.0,3.83,5.0,0.0,0.0,0.0,0.9849306878285105
최연수,2022-11-15,2022-11-07,9,2,12,6.0,1,182.0,15.166666666666666,1,2022-10-16,churn_customer,2022-12-03,2022-11-07,27.0,4.0,13.0,3.25,4.0,0.0,0.0,0.0,0.9921484337673688
츄비비,2022-11-16,2022-10-24,24,4,3,0.75,1,47.0,15.666666666666666,1,2022-09-30,churn_customer,2022-11-16,2022-10-24,24.0,4.0,7.0,1.75,2.0,0.0,0.0,0.0,0.8880833885519557
츄잉,2022-10-23,2022-09-09,45,7,3,0.43,2,36.0,12.0,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9209970034020408
치비,2022-09-09,2022-09-06,4,1,4,4.0,4,105.0,26.25,1,before 2022-09-04,churn_customer,2022-09-09,2022-09-06,4.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.9865458352136873
치즈미,2022-12-01,2022-11-11,21,3,5,1.67,3,95.0,19.0,1,before 2022-09-04,churn_customer,2022-12-31,2022-11-01,61.0,9.0,18.0,2.0,2.0,0.0,0.0,0.0,0.9533880191150059
치치,2022-11-06,2022-09-20,48,7,29,4.14,10,360.0,12.413793103448276,1,before 2022-09-04,churn_customer,2022-11-06,2022-09-20,48.0,7.0,27.0,3.86,8.0,0.0,0.0,0.0,0.7092155406971646
캄나_,2022-12-31,2022-10-10,83,12,44,3.67,22,2800.0,63.63636363636363,1,before 2022-09-04,churn_customer,2022-12-31,2022-09-14,109.0,16.0,55.0,3.44,24.0,0.0,0.0,0.0,0.8854956529691123
캉난나,2023-01-20,2022-09-07,136,20,1378,68.9,50,28186.0,20.454281567489115,0,before 2022-09-04,long_term,2023-01-20,2022-09-07,136.0,20.0,4339.0,216.95,100.0,3.0,80.0,26.7,0.006806046269328997
캐니,2023-01-19,2023-01-06,14,2,368,184.0,60,3482.0,9.46195652173913,0,2023-01-06,new_customer,2023-01-18,2023-01-06,13.0,2.0,480.0,240.0,87.0,0.0,0.0,0.0,0.2743025033285173
커스텀,2022-09-22,2022-09-22,1,1,1,1.0,1,13.0,13.0,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9347766639765653
쿄냥,2022-11-07,2022-11-07,1,1,3,3.0,3,54.0,18.0,1,before 2022-09-04,churn_customer,2022-12-17,2022-11-07,41.0,6.0,9.0,1.5,2.0,0.0,0.0,0.0,0.9564286070015059
쿠마마하나비,2022-10-25,2022-10-15,11,2,34,17.0,18,697.0,20.5,1,2022-10-15,churn_customer,2022-10-25,2022-10-15,11.0,2.0,21.0,10.5,11.0,0.0,0.0,0.0,0.9685215001235012
쿤엘,2023-01-17,2022-11-27,52,8,475,59.38,31,8651.0,18.21263157894737,0,2022-11-27,mid_term,2023-01-20,2022-11-27,55.0,8.0,1220.0,152.5,50.0,0.0,0.0,0.0,0.03597146751935839
큐세,2022-12-21,2022-09-04,109,16,188,11.75,5,2103.0,11.186170212765957,1,before 2022-09-04,churn_customer,2022-12-05,2022-09-04,93.0,14.0,257.0,18.36,1.0,1.0,100.0,100.0,0.9228404230403952
큐코,2022-09-29,2022-09-08,22,4,13,3.25,7,148.0,11.384615384615383,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9673911469162819
큐티프리티자몽허니블랙티,2022-11-17,2022-11-10,8,2,19,9.5,17,217.0,11.421052631578949,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9141092619257193
크림딩고,2023-01-19,2022-09-18,124,18,185,10.28,9,3074.0,16.616216216216216,0,before 2022-09-04,long_term,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09993716843945806
클녕,2023-01-20,2023-01-18,3,1,138,138.0,138,1372.0,9.942028985507246,0,before 2022-09-04,new_customer,2023-01-20,2022-10-13,100.0,15.0,246.0,16.4,241.0,0.0,0.0,0.0,0.3101918292609557
키롱,2022-12-07,2022-09-04,95,14,4619,329.93,109,64871.0,14.04438190084434,1,before 2022-09-04,churn_customer,2022-12-16,2022-09-04,104.0,15.0,6382.0,425.47,10.0,0.0,0.0,0.0,0.9355890027832503
키주,2022-09-18,2022-09-09,10,2,15,7.5,2,253.0,16.866666666666667,1,before 2022-09-04,churn_customer,2022-09-18,2022-09-04,15.0,3.0,16.0,5.33,2.0,0.0,0.0,0.0,0.9796150755765857
킹연시,2022-12-20,2022-11-01,50,8,415,51.88,75,17320.0,41.73493975903615,1,2022-11-01,churn_customer,2022-12-24,2022-11-01,54.0,8.0,1186.0,148.25,103.0,3.0,60.0,20.0,0.672552469939826
타민,2022-11-28,2022-10-23,37,6,165,27.5,10,4314.0,26.145454545454545,1,2022-10-23,churn_customer,2022-12-18,2022-10-23,57.0,9.0,318.0,35.33,1.0,0.0,0.0,0.0,0.9528816946087907
토돌,2022-10-17,2022-09-20,28,4,3,0.75,2,82.0,27.33333333333333,1,before 2022-09-04,churn_customer,2022-10-23,2022-09-20,34.0,5.0,3.0,0.6,1.0,0.0,0.0,0.0,0.9625364101664122
토우코,2023-01-13,2022-09-08,128,19,249,13.11,7,12994.0,52.18473895582329,0,before 2022-09-04,long_term,2023-01-13,2022-09-08,128.0,19.0,322.0,16.95,23.0,0.0,0.0,0.0,0.06762808709308286
티미드ASMR,2022-12-31,2022-09-04,119,17,192,11.29,9,3404.0,17.729166666666668,1,before 2022-09-04,churn_customer,2023-01-09,2022-09-04,128.0,19.0,335.0,17.63,1.0,1.0,50.0,50.0,0.9755137481228964
티오,2022-11-02,2022-11-02,1,1,6,6.0,6,45.0,7.5,1,2022-11-02,churn_customer,2022-11-04,2022-11-02,3.0,1.0,69.0,69.0,69.0,0.0,0.0,0.0,0.832110979714764
티오네,2022-10-27,2022-10-27,1,1,2,2.0,2,20.0,10.0,1,2022-10-27,churn_customer,2022-10-28,2022-10-27,2.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.8162940619836274
퍄퍄야,2022-11-15,2022-09-27,50,8,619,77.38,259,7038.0,11.369951534733442,1,before 2022-09-04,churn_customer,2023-01-16,2022-09-27,112.0,16.0,1431.0,89.44,2.0,1.0,10.0,10.0,0.9783892370827023
평범입니다!,2022-10-20,2022-09-13,38,6,168,28.0,12,3163.0,18.82738095238096,1,before 2022-09-04,churn_customer,2022-11-11,2022-09-13,60.0,9.0,289.0,32.11,3.0,1.0,100.0,100.0,0.9814503503462535
폰정아,2023-01-02,2022-11-20,44,7,96,13.71,8,692.0,7.208333333333333,1,before 2022-09-04,churn_customer,2023-01-19,2022-10-22,90.0,13.0,172.0,13.23,1.0,1.0,10.0,10.0,0.9846426438338073
폰하연,2022-12-14,2022-12-14,1,1,1,1.0,1,126.0,126.0,1,2022-12-14,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8061237056301942
푸노노,2022-11-19,2022-09-08,73,11,16,1.45,1,298.0,18.625,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9570562395530462
푸스스,2022-11-28,2022-09-11,79,12,153,12.75,11,5609.0,36.66013071895425,1,before 2022-09-04,churn_customer,2022-11-30,2022-09-11,81.0,12.0,194.0,16.17,16.0,2.0,100.0,50.0,0.8060790315822368
프리닛,2022-09-08,2022-09-08,1,1,3,3.0,3,72.0,24.0,1,before 2022-09-04,churn_customer,2022-12-13,2022-09-06,99.0,15.0,6.0,0.4,1.0,0.0,0.0,0.0,0.9420742217211806
플루트레미,2023-01-20,2022-09-05,138,20,2588,129.4,54,45867.0,17.722952086553324,0,before 2022-09-04,long_term,2023-01-20,2022-09-05,138.0,20.0,2543.0,127.15,59.0,0.0,0.0,0.0,0.003786367402404722
피네님,2023-01-19,2022-10-09,103,15,98,6.53,4,1497.0,15.275510204081632,0,before 2022-09-04,mid_term,2023-01-19,2022-09-13,129.0,19.0,94.0,4.95,2.0,0.0,0.0,0.0,0.334045514010665
하꼬님,2023-01-19,2022-09-24,118,17,112,6.59,3,6653.0,59.40178571428572,0,before 2022-09-04,long_term,2023-01-19,2022-09-24,118.0,17.0,114.0,6.71,4.0,0.0,0.0,0.0,0.0956812058695248
하꿈,2023-01-20,2022-09-04,139,20,1172,58.6,26,43764.0,37.34129692832765,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,4350.0,217.5,110.0,18.0,2753.0,152.9,0.011643507627073278
하나나,2022-10-01,2022-09-30,2,1,17,17.0,17,169.0,9.941176470588236,1,before 2022-09-04,churn_customer,2022-12-27,2022-09-30,89.0,13.0,44.0,3.38,1.0,2.0,150.0,75.0,0.9923807032713875
하나모,2022-10-05,2022-09-05,31,5,919,183.8,327,9891.0,10.76278563656148,1,before 2022-09-04,churn_customer,2022-10-05,2022-09-05,31.0,5.0,915.0,183.0,343.0,0.0,0.0,0.0,0.9275055899547575
하나모_,2023-01-04,2022-11-03,63,9,1743,193.67,47,18188.0,10.434882386689615,1,2022-11-03,churn_customer,2023-01-19,2022-11-04,77.0,11.0,2969.0,269.91,17.0,1.0,100.0,100.0,0.9173676020604387
하다___,2023-01-20,2022-09-05,138,20,217,10.85,104,3944.0,18.17511520737327,0,before 2022-09-04,long_term,2023-01-20,2022-09-05,138.0,20.0,395.0,19.75,157.0,0.0,0.0,0.0,0.055490083313133674
하루짱,2023-01-17,2022-09-04,136,20,2544,127.2,46,49920.0,19.62264150943396,0,before 2022-09-04,long_term,2023-01-17,2022-09-04,136.0,20.0,9724.0,486.2,166.0,9.0,170.0,18.9,0.009540899356903804
하링하링하링하링하링,2023-01-20,2022-09-23,120,18,5048,280.44,159,70297.0,13.925713153724248,0,before 2022-09-04,long_term,2023-01-20,2022-09-23,120.0,18.0,6105.0,339.17,214.0,2.0,20.0,10.0,0.004729560766009331
하밍,2022-12-09,2022-12-02,8,2,19,9.5,2,266.0,14.0,1,2022-12-02,churn_customer,2022-12-24,2022-12-02,23.0,4.0,39.0,9.75,2.0,0.0,0.0,0.0,0.9859604134114807
하빈_0620,2022-12-05,2022-11-03,33,5,4,0.8,1,80.0,20.0,1,2022-10-17,churn_customer,2022-11-16,2022-11-16,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9575420549198144
하쁘,2023-01-20,2022-10-01,112,16,3962,247.62,105,47963.0,12.105754669358909,0,before 2022-09-04,long_term,2023-01-20,2022-10-01,112.0,16.0,7088.0,443.0,206.0,7.0,140.0,20.0,0.004465664039209481
하유_별,2022-10-29,2022-09-23,37,6,5,0.83,3,79.0,15.8,1,before 2022-09-04,churn_customer,2022-10-29,2022-09-23,37.0,6.0,3.0,0.5,2.0,0.0,0.0,0.0,0.756951164285945
하음파,2023-01-20,2022-10-21,92,14,1121,80.07,92,18642.0,16.629794826048172,0,2022-10-21,mid_term,2023-01-20,2022-10-21,92.0,14.0,2071.0,147.93,174.0,7.0,70.0,10.0,0.01727263583923916
하이린,2022-10-12,2022-10-12,1,1,28,28.0,28,307.0,10.964285714285714,1,2022-10-12,churn_customer,2022-10-12,2022-10-12,1.0,1.0,19.0,19.0,19.0,0.0,0.0,0.0,0.9686646153233618
하이콩,2022-11-27,2022-09-04,85,13,99,7.62,2,1272.0,12.848484848484848,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6162265506075348
하하호호,2022-09-18,2022-09-06,13,2,13,6.5,8,67.0,5.153846153846154,1,before 2022-09-04,churn_customer,2022-09-14,2022-09-06,9.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.9823299991397744
한가람,2023-01-09,2022-11-13,58,9,220,24.44,5,3935.0,17.886363636363637,1,before 2022-09-04,churn_customer,2023-01-09,2022-11-13,58.0,9.0,408.0,45.33,9.0,0.0,0.0,0.0,0.7134951032315833
한나랑 뚜뚜랑 삼동이🔥,2022-11-17,2022-11-17,1,1,12,12.0,12,106.0,8.833333333333334,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.9504267922857573
한라봄,2023-01-09,2022-09-15,117,17,549,32.29,2,9676.0,17.624772313296905,1,before 2022-09-04,churn_customer,2023-01-09,2022-09-15,117.0,17.0,1505.0,88.53,5.0,1.0,50.0,50.0,0.590008687765315
한세긴,2022-12-06,2022-11-07,30,5,33,6.6,6,715.0,21.666666666666668,1,before 2022-09-04,churn_customer,2022-12-06,2022-11-07,30.0,5.0,31.0,6.2,8.0,0.0,0.0,0.0,0.9533147990954888
한소율_,2022-09-17,2022-09-17,1,1,5,5.0,5,54.0,10.8,1,before 2022-09-04,churn_customer,2022-09-17,2022-09-17,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.9870814630594903
한아련,2023-01-14,2023-01-07,8,2,143,71.5,84,1906.0,13.328671328671328,0,2023-01-04,new_customer,2023-01-18,2023-01-06,13.0,2.0,83.0,41.5,14.0,1.0,35.0,35.0,0.18955604439771603
한우유,2022-12-16,2022-10-03,75,11,347,31.55,47,12085.0,34.82708933717579,1,2022-10-02,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8491073411693542
한울팍,2023-01-19,2022-11-27,54,8,18,2.25,2,206.0,11.444444444444445,0,2022-11-25,mid_term,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6160215348944938
해까닥여울이,2023-01-19,2022-09-09,133,19,907,47.74,3,23734.0,26.167585446527013,0,before 2022-09-04,long_term,2023-01-19,2022-09-08,134.0,20.0,1189.0,59.45,3.0,2.0,45.0,22.5,0.2368833046528604
해득이,2022-12-03,2022-10-11,54,8,406,50.75,1,5884.0,14.492610837438423,1,2022-10-11,churn_customer,2022-11-16,2022-10-12,36.0,6.0,338.0,56.33,1.0,0.0,0.0,0.0,0.916150861269054
해토,2022-12-29,2022-12-17,13,2,1579,789.5,692,21737.0,13.766307789740342,1,2022-12-17,churn_customer,2022-12-30,2022-12-17,14.0,2.0,3383.0,1691.5,1222.0,4.0,510.0,127.5,0.7668097528589183
햄토냥,2022-11-08,2022-10-20,20,3,108,36.0,13,1361.0,12.601851851851851,1,before 2022-09-04,churn_customer,2022-11-07,2022-10-20,19.0,3.0,100.0,33.33,4.0,0.0,0.0,0.0,0.9748287295391275
헤니 Henny,2022-12-27,2022-12-27,1,1,1,1.0,1,2.0,2.0,1,2022-12-27,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9380282448234917
혁강이__,2022-09-26,2022-09-26,1,1,1,1.0,1,9.0,9.0,1,before 2022-09-04,churn_customer,2022-09-26,2022-09-26,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.9829927303421454
혜아,2022-11-11,2022-09-04,69,10,32,3.2,13,501.0,15.65625,1,before 2022-09-04,churn_customer,2022-12-19,2022-09-04,107.0,16.0,76.0,4.75,4.0,0.0,0.0,0.0,0.9694614140822571
호아요,2022-11-11,2022-11-11,1,1,3,3.0,3,8.0,2.6666666666666665,1,2022-11-10,churn_customer,2022-11-11,2022-11-11,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.9614193470988608
홍구리_official,2023-01-16,2023-01-09,8,2,32,16.0,18,1167.0,36.46875,0,2023-01-09,new_customer,2023-01-17,2023-01-09,9.0,2.0,39.0,19.5,13.0,0.0,0.0,0.0,0.2716147194913586
홍세비,2023-01-20,2022-09-04,139,20,510,25.5,24,8240.0,16.15686274509804,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,1153.0,57.65,59.0,0.0,0.0,0.0,0.1409535032629844
효의,2022-11-15,2022-09-29,48,7,229,32.71,13,11985.0,52.33624454148472,1,2022-09-28,churn_customer,2022-11-15,2022-09-29,48.0,7.0,499.0,71.29,26.0,0.0,0.0,0.0,0.5986191806913257
후__,2023-01-18,2022-09-04,137,20,1688,84.4,14,56893.0,33.704383886255926,0,before 2022-09-04,long_term,2023-01-19,2022-09-04,138.0,20.0,1885.0,94.25,13.0,0.0,0.0,0.0,0.22252979379647445
흉성,2022-11-20,2022-10-12,40,6,15,2.5,2,245.0,16.333333333333332,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8536066113033636
흥녕,2022-11-21,2022-09-04,79,12,52,4.33,3,2816.0,54.15384615384615,1,before 2022-09-04,churn_customer,2022-11-21,2022-09-04,79.0,12.0,55.0,4.58,3.0,0.0,0.0,0.0,0.9278890559545344
흰나비,2023-01-20,2023-01-03,18,3,95,31.67,27,5457.0,57.44210526315789,0,2023-01-02,new_customer,2023-01-20,2023-01-03,18.0,3.0,168.0,56.0,52.0,0.0,0.0,0.0,0.21003797029432875
히데예요,2023-01-20,2022-09-04,139,20,19879,993.95,132,412879.0,20.769606117007896,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,22160.0,1108.0,71.0,0.0,0.0,0.0,0.14281331840697437
히라사와하나,2022-12-10,2022-10-08,64,10,12,1.2,1,234.0,19.5,1,before 2022-09-04,churn_customer,2022-12-10,2022-09-09,93.0,14.0,28.0,2.0,1.0,6.0,80.0,13.3,0.9862299433541891
히요코,2022-10-17,2022-09-28,20,3,3189,1063.0,1086,37460.0,11.746629037315772,1,2022-09-28,churn_customer,2023-01-03,2022-09-28,98.0,14.0,14524.0,1037.43,1.0,2.0,20.0,10.0,0.9936930307678121
히잉따,2023-01-19,2022-12-02,49,7,255,36.43,15,8269.0,32.42745098039216,0,before 2022-09-04,mid_term,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16907531133513484
히차,2022-12-07,2022-11-27,11,2,690,345.0,460,16677.0,24.169565217391305,1,2022-11-18,churn_customer,2022-12-07,2022-11-27,11.0,2.0,1105.0,552.5,759.0,0.0,0.0,0.0,0.9057857905819449
🍒체리쉬_문백찬,2022-12-08,2022-09-04,96,14,2556,182.57,57,89881.0,35.16471048513302,1,before 2022-09-04,churn_customer,2023-01-19,2022-09-04,138.0,20.0,27925.0,1396.25,32.0,385.0,13212.0,34.3,0.7292613413617719
🍒체리쉬_민영보,2023-01-06,2022-09-04,125,18,4047,224.83,199,189818.0,46.90338522362244,1,before 2022-09-04,churn_customer,2023-01-20,2022-09-04,139.0,20.0,20145.0,1007.25,189.0,88.0,2250.0,25.6,0.5396787819293039
🍒체리쉬_반이안,2023-01-20,2022-09-04,139,20,2704,135.2,115,97652.0,36.11390532544379,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,21357.0,1067.85,1430.0,451.0,9007.0,20.0,0.03146958538838542
🍒체리쉬_설 윤,2023-01-20,2022-09-04,139,20,2095,104.75,140,48277.0,23.043914081145584,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,24422.0,1221.1,1919.0,631.0,15746.0,25.0,0.006119175202481217
🍒체리쉬_온해빈,2023-01-20,2022-09-04,139,20,1875,93.75,165,39364.0,20.99413333333333,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,17094.0,854.7,1668.0,326.0,7374.0,22.6,0.004025970523049235
🍒체리쉬_윤호림,2023-01-19,2022-09-04,138,20,2171,108.55,153,49264.0,22.69184707508061,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,19879.0,993.95,1029.0,349.0,7660.0,21.9,0.005999802664607792
🍓아카영,2022-11-09,2022-10-05,36,6,1643,273.83,327,22724.0,13.830797321972003,1,before 2022-09-04,churn_customer,2022-11-09,2022-09-04,67.0,10.0,6010.0,601.0,438.0,0.0,0.0,0.0,0.7347946519675042
🍼한우유,2023-01-20,2022-12-21,31,5,261,52.2,100,5822.0,22.306513409961685,0,before 2022-09-04,new_customer,2023-01-20,2022-10-03,110.0,16.0,1848.0,115.5,201.0,4.0,100.0,25.0,0.054707531474053
👿르릉이,2023-01-20,2022-11-27,55,8,167,20.88,2,1573.0,9.419161676646707,0,before 2022-09-04,mid_term,2023-01-20,2022-09-14,129.0,19.0,3061.0,161.11,5.0,5.0,760.0,152.0,0.4212312003445649
🔮뉸뉴,2023-01-18,2023-01-13,6,1,83,83.0,83,615.0,7.409638554216867,0,before 2022-09-04,new_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39782149036369985
