chat_room_id,last_fan_chat_date,first_fan_chat_date,fan_chat_period,fan_chat_week,fan_chat_count,avg_fan_chat,last_week_fan_chat_count,sticker_count,Total_sticker_sales,avg_sticker_price,user_nickname
sendbird_group_channel_86109124_583293776dbd767602d774fc16274f9452ed07fc,2022-10-23,2022-09-20,34.0,5.0,3.0,0.6,1.0,0.0,0.0,0.0,토돌
sendbird_group_channel_86109270_d58b96f2e5b7e272507d9aa047fd14718b1ce8c0,2022-09-18,2022-09-18,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,나소심
sendbird_group_channel_86178428_2508c96e0a76e8d12ce7ebfd25b48b6a1a1a327f,2022-09-15,2022-09-04,12.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,쵸이다
sendbird_group_channel_86227258_4b6e16a5fabb6791efe8bd22811772a080713317,2023-01-20,2022-09-05,138.0,20.0,30.0,1.5,1.0,0.0,0.0,0.0,_세현
sendbird_group_channel_86238039_aac3a66af7232e54e3109300819f9a5b90242eea,2022-09-04,2022-09-04,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,강껄룩
sendbird_group_channel_86260612_92a2392c2e9db6f7db15593f0dd1a7b88fe8988d,2022-12-01,2022-11-21,11.0,2.0,8.0,4.0,7.0,0.0,0.0,0.0,공부하는쭈
sendbird_group_channel_86292668_a41c810da4f83149b3ae82e21d11c008775149d5,2023-01-04,2022-09-07,120.0,18.0,15.0,0.83,2.0,0.0,0.0,0.0,담아서
sendbird_group_channel_86422599_65499e236fa001beb2cf5385f67a07aed94de835,2022-09-25,2022-09-19,7.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,롱방
sendbird_group_channel_86428805_8a71b7fd92b0500b4baad84f60e98502cb7f18dd,2023-01-20,2022-09-04,139.0,20.0,13399.0,669.95,499.0,12.0,1833.0,152.8,이쿠오_
sendbird_group_channel_86478844_d26a21fb0f467b1a60bb7feea7f0853aa00fd63d,2022-12-31,2022-10-09,84.0,12.0,549.0,45.75,3.0,0.0,0.0,0.0,주비빔
sendbird_group_channel_86598701_6516bde7ee9d9c43323237343c6c408836058399,2023-01-20,2022-09-04,139.0,20.0,314.0,15.7,5.0,0.0,0.0,0.0,네넴이
sendbird_group_channel_86643481_da40ef0147e732c3b2cfed291241e1f2862f8943,2022-09-12,2022-09-12,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
sendbird_group_channel_86749583_7f166cb2129fc107492b7b8a90a0f4e5a77142de,2022-09-13,2022-09-13,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,제나의diary
sendbird_group_channel_86779298_b76c537deb370b6563211f14d115acc82ebfc3eb,2022-12-12,2022-09-16,88.0,13.0,40.0,3.08,3.0,0.0,0.0,0.0,세요빔
sendbird_group_channel_86796679_a8b764cce0803c74fe1075ee42fc3cfd367a1eee,2022-11-06,2022-09-20,48.0,7.0,27.0,3.86,8.0,0.0,0.0,0.0,치치
sendbird_group_channel_86807798_abb98ed20b7189d4e3ae63251acb3e6f139d9ea9,2023-01-09,2022-09-04,128.0,19.0,601.0,31.63,11.0,0.0,0.0,0.0,김슈룹
sendbird_group_channel_86815724_4757053827e0e7e51b210a78c6bc7e9d15b14efe,2023-01-08,2022-09-24,107.0,16.0,6.0,0.38,1.0,0.0,0.0,0.0,고나ゴナ
sendbird_group_channel_86844007_7ac7c7325ab4c30e855477735335c6360c6591aa,2022-11-27,2022-09-04,85.0,13.0,281.0,21.62,24.0,0.0,0.0,0.0,냥무너
sendbird_group_channel_86911097_f87728776be9bb5396fade0d90ad0faf0aa2a3a0,2022-11-29,2022-11-29,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
sendbird_group_channel_86913199_b338f8fb976204dfc3b59d08e838103bd6fa18f2,2023-01-19,2022-09-13,129.0,19.0,3.0,0.16,1.0,0.0,0.0,0.0,라비아RABIA
sendbird_group_channel_86919692_69d5b2bd99f452badb6f049ac4372aa72971d4c1,2022-12-14,2022-09-07,99.0,15.0,3.0,0.2,1.0,0.0,0.0,0.0,유후
sendbird_group_channel_86924698_4fc2851dbe1b1f6dc857e0a424d91d3fb6048503,2022-10-24,2022-09-04,51.0,8.0,81.0,10.12,68.0,0.0,0.0,0.0,서리
sendbird_group_channel_86931152_9623e9cefc1b6e1517b5114e17d4a1be0b2e7a3f,2023-01-03,2022-09-04,122.0,18.0,578.0,32.11,2.0,0.0,0.0,0.0,백희
sendbird_group_channel_86935122_2df99e37f32e2642f5b0f82dab098a472f5506c5,2022-10-16,2022-09-21,26.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,조랭냥
sendbird_group_channel_86966369_14fba4e13bd8f932294e284932df7872d23f5a79,2022-12-27,2022-09-12,107.0,16.0,273.0,17.06,22.0,0.0,0.0,0.0,공아현
sendbird_group_channel_86969838_c3af578ef4a33d92bc05a92ff0d6ef74f2a3c5f9,2022-11-01,2022-09-05,58.0,9.0,53.0,5.89,2.0,0.0,0.0,0.0,악질트순이
sendbird_group_channel_86980900_181e01e491487c9dddf550b6846e5f0e1e9e6729,2022-12-04,2022-11-23,12.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,쩡이님_
sendbird_group_channel_87036809_bd2bbcdc40adba81065b2a2e085254d2067f93a0,2022-12-19,2022-09-04,107.0,16.0,76.0,4.75,4.0,0.0,0.0,0.0,혜아
sendbird_group_channel_87047394_34947bdfe1c84d424c44cc411afff5e60755994e,2022-12-16,2022-12-13,4.0,1.0,22.0,22.0,22.0,0.0,0.0,0.0,나륜なりゅん
sendbird_group_channel_87054810_be0b63b83f300054544f74a975d517dde2aed3e6,2022-11-23,2022-09-27,58.0,9.0,10.0,1.11,2.0,0.0,0.0,0.0,다솔찌
sendbird_group_channel_87059582_b1119f8a9dee448668bb3f119b925adc17763f10,2022-09-12,2022-09-12,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,고뮬
sendbird_group_channel_87078230_9ddc3656e310be756064656e05d80304b2837352,2022-09-27,2022-09-11,17.0,3.0,652.0,217.33,1.0,3.0,30.0,10.0,진냐
sendbird_group_channel_87174185_974f60b0672b1d101878cb1f5efe1ef15ea733a8,2023-01-18,2022-10-12,99.0,15.0,30.0,2.0,2.0,0.0,0.0,0.0,깡마
sendbird_group_channel_87192220_d24de75ca70318e060e7b1c6cbc88875406e55a7,2023-01-20,2022-09-04,139.0,20.0,6266.0,313.3,154.0,1.0,50.0,50.0,루엘(Ruel)
sendbird_group_channel_87222963_4d186fa2d81219ae37f63ddc4eeef890859c7aef,2022-10-05,2022-10-05,1.0,1.0,21.0,21.0,21.0,0.0,0.0,0.0,야자와미호
sendbird_group_channel_87254310_39bda22281550d806cc920db154cca8f78c802ed,2023-01-06,2022-11-15,53.0,8.0,2.0,0.25,1.0,0.0,0.0,0.0,아로
sendbird_group_channel_87265544_e1232271b35d7437e3b104c930be85977d81f2b1,2023-01-19,2022-09-13,129.0,19.0,94.0,4.95,2.0,0.0,0.0,0.0,피네님
sendbird_group_channel_87278086_8bfe3dd10fca2789332f135172074a7648c47e6f,2023-01-13,2022-11-04,71.0,11.0,3.0,0.27,1.0,0.0,0.0,0.0,
sendbird_group_channel_87289011_195a4970d30a7ee715bb5f8a78142ab5eda1e98a,2022-12-13,2022-09-06,99.0,15.0,6.0,0.4,1.0,0.0,0.0,0.0,프리닛
sendbird_group_channel_87294678_dd76a34eeb1e2a5297d3f48d64ccc1b9f35e6dd8,2022-09-18,2022-09-04,15.0,3.0,16.0,5.33,2.0,0.0,0.0,0.0,키주
sendbird_group_channel_87302537_7e3dd1dc97e3c04ca6b5844ce4ee38d9b252b853,2023-01-16,2022-12-07,41.0,6.0,70.0,11.67,1.0,0.0,0.0,0.0,이순정
sendbird_group_channel_87319035_99cd1779a08466ed039b78dc2873540e1a513495,2022-11-09,2022-09-04,67.0,10.0,95.0,9.5,1.0,0.0,0.0,0.0,설채이_
sendbird_group_channel_87333836_ceb780c21ad2606839a1af939fc46a79786e0223,2023-01-15,2022-09-19,119.0,17.0,241.0,14.18,8.0,0.0,0.0,0.0,단팡팡
sendbird_group_channel_87346973_e947da30197f5e70c305446f0ff89cd47c53a80c,2022-10-18,2022-09-04,45.0,7.0,24.0,3.43,5.0,0.0,0.0,0.0,이귤락_
sendbird_group_channel_87349714_9b698e28cb91f751c89c1b56ec4136b9f92f76e3,2022-11-09,2022-09-04,67.0,10.0,6010.0,601.0,438.0,0.0,0.0,0.0,🍓아카영
sendbird_group_channel_87354252_7d3e88f5a8c0f2bf3c365435a92bfde299060d72,2022-11-15,2022-09-06,71.0,11.0,22.0,2.0,4.0,0.0,0.0,0.0,라이네라(LiNela)
sendbird_group_channel_87373463_4954c589fb137e92b2f87ffa154b020bee43a007,2022-10-30,2022-10-30,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
sendbird_group_channel_87376017_11ccab25b63990ec3aed29a1bf61508ea815fe99,2022-12-28,2022-09-04,116.0,17.0,101.0,5.94,1.0,1.0,10.0,10.0,초열
sendbird_group_channel_87415599_db7c3f4e43179dc4d8a9be606c5450351a18f791,2022-11-06,2022-09-06,62.0,9.0,9.0,1.0,1.0,1.0,50.0,50.0,Coomo
sendbird_group_channel_87440224_9e55de3ef65289af5c6c4d1637713f8ed51dcef1,2023-01-20,2022-10-13,100.0,15.0,246.0,16.4,241.0,0.0,0.0,0.0,클녕
sendbird_group_channel_87513005_37dee8aba79bed10258dc8c90e1812b13f92193c,2022-11-03,2022-11-03,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,목츄리
sendbird_group_channel_87530792_0fbb0548b0680517fe85f22861938da5814a0229,2023-01-15,2022-09-07,131.0,19.0,65.0,3.42,9.0,0.0,0.0,0.0,밍듀
sendbird_group_channel_87550841_130158ec2eb2210f8d6e86585038ddf49a98e8cf,2022-10-31,2022-10-31,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,Npick
sendbird_group_channel_87555896_c5906204657022ebc3079195da2af8c40f2f8dee,2023-01-09,2022-11-11,60.0,9.0,7.0,0.78,4.0,0.0,0.0,0.0,미니언고립
sendbird_group_channel_87576703_d8803142e49807cd879be6c37ca64fd7087cd240,2023-01-20,2022-10-23,90.0,13.0,718.0,55.23,27.0,3.0,55.0,18.3,로복
sendbird_group_channel_87583562_3c89b7519774aec2c0e5790fa8a704ec37ebe201,2022-10-17,2022-09-22,26.0,4.0,9.0,2.25,1.0,0.0,0.0,0.0,천미_
sendbird_group_channel_87612975_42b084196679989b6edbf18d3cfdc3ff600d090e,2022-11-13,2022-11-13,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,쟈고쟈고
sendbird_group_channel_87655000_814b757e6fe581fa310353056d24da9aee287270,2023-01-01,2022-09-04,120.0,18.0,426.0,23.67,8.0,0.0,0.0,0.0,유보미
sendbird_group_channel_87689514_db05c63134a684d0c7dbe76809a83631346e78d2,2022-12-27,2022-09-30,89.0,13.0,44.0,3.38,1.0,2.0,150.0,75.0,하나나
sendbird_group_channel_87699695_62cae189b0b92b2853fb15d83234506bd16fd844,2022-12-02,2022-09-19,75.0,11.0,19.0,1.73,3.0,0.0,0.0,0.0,이야기
sendbird_group_channel_87729073_f478925bdf345012cd6706a7ea4c880dfa33750b,2023-01-20,2022-09-05,138.0,20.0,395.0,19.75,157.0,0.0,0.0,0.0,하다___
sendbird_group_channel_87775520_e27103455a8f5e2705cb54c1d53f9d3dbe02feeb,2022-09-27,2022-09-27,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,투웬
sendbird_group_channel_87786942_a07d27c49b8c9d1655d8e38ee181ca85627acfca,2022-09-12,2022-09-12,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,갱갱__
sendbird_group_channel_87814213_848e124b06b9113b6f4cc2def2721bd8c0be17a1,2022-10-31,2022-10-15,17.0,3.0,42.0,14.0,1.0,0.0,0.0,0.0,두부_한모
sendbird_group_channel_87835854_537c0adaf261d20b2760f551ff4ba375a92031ba,2022-12-28,2022-09-05,115.0,17.0,22.0,1.29,2.0,0.0,0.0,0.0,골무777
sendbird_group_channel_87837725_a9843f05d63c150bd073e6627b28dd1f144e715d,2023-01-19,2022-09-06,136.0,20.0,810.0,40.5,23.0,2.0,40.0,20.0,봄륭
sendbird_group_channel_87905685_a36f6160958a91827ae50f594f4131659f33ce0c,2022-11-30,2022-09-14,78.0,12.0,3.0,0.25,1.0,0.0,0.0,0.0,순망m
sendbird_group_channel_87916650_ab4328b033f815ca417f99ec09569b9b9863ef2d,2023-01-20,2022-09-04,139.0,20.0,22160.0,1108.0,71.0,0.0,0.0,0.0,히데예요
sendbird_group_channel_87971137_5f1a8273a7f2024da2634dc84e6e7e5d2363b15a,2023-01-18,2022-09-04,137.0,20.0,434.0,21.7,29.0,0.0,0.0,0.0,뮤르르
sendbird_group_channel_87984057_4622ac61922bb305a9bdd78a693e87eb22f94994,2022-11-21,2022-10-14,39.0,6.0,2.0,0.33,1.0,0.0,0.0,0.0,팬심 상담사언니
sendbird_group_channel_88044934_43f73bb778871da2119700fc46ba66e844dbc3d1,2022-10-27,2022-09-05,53.0,8.0,94.0,11.75,12.0,0.0,0.0,0.0,_세현
sendbird_group_channel_88147366_96eb4463ae4e72673b0d9a18c13cae602dedba59,2022-09-23,2022-09-23,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,진통제_
sendbird_group_channel_88149834_7ee86e3bbfa91958b57ff43b03566a2329be849d,2022-09-27,2022-09-21,7.0,1.0,91.0,91.0,91.0,0.0,0.0,0.0,문혜린
sendbird_group_channel_88154173_e2fcc758048391cc4c0db2f5c44ad4f808cf734c,2023-01-20,2022-09-04,139.0,20.0,10941.0,547.05,438.0,0.0,0.0,0.0,찡스
sendbird_group_channel_88950504_2e806ea8bf0ab44eaa5fb93978529427c2053262,2023-01-20,2022-09-04,139.0,20.0,20145.0,1007.25,189.0,88.0,2250.0,25.6,🍒체리쉬_민영보
sendbird_group_channel_89212853_983e922e72b5cd3ad5d858ded2e464c1a14220d4,2023-01-20,2022-09-04,139.0,20.0,2412.0,120.6,112.0,2.0,43.0,21.5,샤메이シャメイ
sendbird_group_channel_89259477_354b1858c0cae5975e4866d705d4a386b4b360ba,2022-11-21,2022-09-04,79.0,12.0,55.0,4.58,3.0,0.0,0.0,0.0,흥녕
sendbird_group_channel_89307945_cd7cae0da88108ed5a37e54950ddc35b400193a1,2022-12-18,2022-09-04,106.0,16.0,79.0,4.94,2.0,0.0,0.0,0.0,❤️ko_moong (코뭉)
sendbird_group_channel_89313098_a2d0eccde8e67036e7c2bf8856cc744ff31539ce,2022-12-10,2022-09-09,93.0,14.0,28.0,2.0,1.0,6.0,80.0,13.3,히라사와하나
sendbird_group_channel_89671623_1ddce12b81544481a7af9e86d9e3f2430f931094,2023-01-18,2022-09-11,130.0,19.0,427.0,22.47,6.0,0.0,0.0,0.0,우히힛
sendbird_group_channel_89885200_85afe3627c99dc96c22fd09286f93166f8e49e3e,2022-10-22,2022-09-04,49.0,7.0,202.0,28.86,7.0,0.0,0.0,0.0,와혜인이다
sendbird_group_channel_89888672_e2da6a82ee5a6a8bc6c776cdc230741d0a7e49b3,2022-09-06,2022-09-06,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,쩡우입니당
sendbird_group_channel_89902128_9075f7c77f50fb1e9fcbc618407aafcc3042c117,2023-01-20,2022-09-04,139.0,20.0,4534.0,226.7,277.0,11.0,1660.0,150.9,박틸다
sendbird_group_channel_89939017_5d92753dd838235ebee2617f3446a6a8707fc3c5,2022-12-24,2022-09-04,112.0,16.0,291.0,18.19,1.0,17.0,1236.0,72.7,아라7
sendbird_group_channel_89988522_d90bca96a6a0d88858b3fae0ff5d1ffb801702d6,2023-01-20,2022-09-04,139.0,20.0,4350.0,217.5,110.0,18.0,2753.0,152.9,하꿈
sendbird_group_channel_90030668_9cc32b071f19b26153e16360e994a11de1c7c9b4,2023-01-20,2022-09-04,139.0,20.0,1153.0,57.65,59.0,0.0,0.0,0.0,홍세비
sendbird_group_channel_90050223_dc5125ec205519c2ac639f65ccd94401db10523a,2023-01-09,2022-09-04,128.0,19.0,47.0,2.47,3.0,0.0,0.0,0.0,우아아ㅇㅇㅇ
sendbird_group_channel_90064004_6125bb982ddf4526f051b1cea7d8658f00eb96de,2022-12-31,2022-11-01,61.0,9.0,18.0,2.0,2.0,0.0,0.0,0.0,치즈미
sendbird_group_channel_90081979_f57975cf667c07f13cb86aa0cc8a062332398a83,2023-01-20,2022-09-04,139.0,20.0,9193.0,459.65,644.0,7.0,290.0,41.4,라마1004
sendbird_group_channel_90095139_b2c40556db1588f9acc22ae0dc0f2228860a1ccc,2023-01-20,2022-09-04,139.0,20.0,8665.0,433.25,413.0,27.0,2023.0,74.9,나는야꼬등어
sendbird_group_channel_90143974_adec6eae9862b25c95007b4a9b5374d45a4a0803,2023-01-20,2022-09-04,139.0,20.0,10553.0,527.65,310.0,6.0,3030.0,505.0,애순이
sendbird_group_channel_90164793_a4a882def6c2f6069449bcb7b50014ab782791f6,2023-01-20,2022-09-16,127.0,19.0,489.0,25.74,12.0,0.0,0.0,0.0,디롬
sendbird_group_channel_90175115_2b5002b7a07d02b0932d7539b5e8ea863cc11b63,2023-01-19,2022-09-04,138.0,20.0,1964.0,98.2,52.0,2.0,130.0,65.0,금솔
sendbird_group_channel_90184329_0aa724ff6881aba39c1fe57ceac4e1eb2df380da,2023-01-18,2022-09-06,135.0,20.0,685.0,34.25,9.0,2.0,40.0,20.0,죠물
sendbird_group_channel_90214263_6c20c584e0e545da6d936fd090c59bdff77461cb,2023-01-20,2022-09-10,133.0,19.0,7790.0,410.0,321.0,3.0,180.0,60.0,제로_
sendbird_group_channel_90215289_f260a1aef9a67fc8727ce3cf4a9de63ae419afc6,2023-01-20,2022-09-04,139.0,20.0,5859.0,292.95,117.0,1.0,50.0,50.0,유키냥
sendbird_group_channel_90225707_d990c4333a485d78fa29ee6fba972bdda39f87ce,2023-01-20,2022-09-04,139.0,20.0,3533.0,176.65,272.0,2.0,150.0,75.0,매드해터
sendbird_group_channel_90227072_fd54005c6cfc5d7788c7b762537fd49d54a265f2,2023-01-20,2022-09-04,139.0,20.0,6528.0,326.4,186.0,8.0,110.0,13.8,🖤기래민
sendbird_group_channel_90442439_efe4dfcea2b19d4ba1fdbcd8417d0c6bb5700bb7,2023-01-15,2022-09-05,133.0,19.0,296.0,15.58,15.0,2.0,100.0,50.0,솜살랑
sendbird_group_channel_90446642_c9eea8a3a56fa56d744c3173441f27c15b5e1ebb,2023-01-20,2022-09-04,139.0,20.0,14355.0,717.75,527.0,56.0,5690.0,101.6,유은_
sendbird_group_channel_90466206_5dd567489b064cfe3ae02feef47d8e236742bb44,2022-09-29,2022-09-29,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,별아
sendbird_group_channel_90508521_84e4dad7f19abf8d6a325f72bc94edc08604f7a9,2023-01-20,2022-09-04,139.0,20.0,2609.0,130.45,46.0,1.0,50.0,50.0,김쨰
sendbird_group_channel_90512134_887705eaee80b4fd581c35cf9e6f2d47c9b79094,2023-01-06,2022-09-04,125.0,18.0,101.0,5.61,1.0,2.0,63.0,31.5,고대뼝아리
sendbird_group_channel_90519581_dbfbeb48a982725636717fa7f81b903abfdfaf22,2022-11-02,2022-09-04,60.0,9.0,149.0,16.56,14.0,0.0,0.0,0.0,오늘내일자매
sendbird_group_channel_90524524_ce532935677619d3ebd80e2ad33aeff92b270c35,2022-09-19,2022-09-04,16.0,3.0,61.0,20.33,4.0,0.0,0.0,0.0,ㆍ먀시로ㆍ
sendbird_group_channel_90526401_f2ee6d270a640100c5f7e80dd70119ee0d6285f6,2023-01-20,2022-09-04,139.0,20.0,2276.0,113.8,82.0,10.0,1310.0,131.0,소희르
sendbird_group_channel_90584763_e7b41d72ca4a6efdef2d11c6c7efd4a9e9ed57a8,2023-01-08,2022-09-04,127.0,19.0,18024.0,948.63,1.0,15.0,1520.0,101.3,정다별이
sendbird_group_channel_90591611_28e21f08aab139a5e24c553fd908be493df264e1,2023-01-07,2022-09-04,126.0,18.0,41.0,2.28,34.0,0.0,0.0,0.0,_두부야_
sendbird_group_channel_90605056_7bd160306237a0a823ca58c4d22b3a88be68a0c6,2022-12-18,2022-09-04,106.0,16.0,104.0,6.5,2.0,1.0,100.0,100.0,고요 Goyo
sendbird_group_channel_90621992_ac9d1fa408eee35164477e0a907c33df825f4ce6,2023-01-12,2022-09-25,110.0,16.0,1752.0,109.5,2.0,4.0,105.0,26.2,루코
sendbird_group_channel_90641131_d932635796fb0a4904cdef185772fef326f602b6,2023-01-18,2022-09-04,137.0,20.0,778.0,38.9,2.0,4.0,230.0,57.5,김설하
sendbird_group_channel_90683697_dc65fb5afa9b3c6dfae1b4cf4361c433a796d7e5,2023-01-20,2022-09-04,139.0,20.0,1957.0,97.85,8.0,25.0,3314.0,132.6,유다히__
sendbird_group_channel_90801702_9bcedb15ac2c03ad7828e76bad0beec536d06e7c,2022-11-19,2022-10-29,22.0,4.0,27.0,6.75,24.0,0.0,0.0,0.0,만능방송 manneung
sendbird_group_channel_90863793_15d27a6ad0ea225f4547c61b2b6f7fd58989e4b7,2023-01-20,2022-09-04,139.0,20.0,46980.0,2349.0,94.0,217.0,2746.0,12.7,유 앤🌸
sendbird_group_channel_90920514_32daa5ddd568b29cd7c1721d4d26b6e0209e58a2,2023-01-12,2022-09-04,131.0,19.0,2950.0,155.26,1.0,4.0,335.0,83.8,강희또
sendbird_group_channel_90984190_b62ef43823ae1dedfed7350d89a1565feb96650b,2023-01-20,2022-09-04,139.0,20.0,1778.0,88.9,320.0,0.0,0.0,0.0,고냥
sendbird_group_channel_91041463_0d10348bfe5f1537a471363ba7e19f9309a39f78,2023-01-09,2022-09-04,128.0,19.0,335.0,17.63,1.0,1.0,50.0,50.0,티미드ASMR
sendbird_group_channel_91106127_7571bdddbd0f3839afd39e8598ee0afa6f5e98ea,2022-11-11,2022-09-04,69.0,10.0,332.0,33.2,1.0,0.0,0.0,0.0,갓리타
sendbird_group_channel_91313349_b70f28117905e1e55360fb798f7bb0e5a8cd212a,2022-12-23,2022-09-04,111.0,16.0,149.0,9.31,1.0,1.0,100.0,100.0,민하룬_
sendbird_group_channel_91346385_ab859215778e29fdf269b48dfa919d8ee033a621,2022-09-09,2022-09-07,3.0,1.0,63.0,63.0,63.0,0.0,0.0,0.0,Yeonwoo15
sendbird_group_channel_91370453_66e1d4e0256bff6495d7929204802516b94a9ec1,2022-09-21,2022-09-04,18.0,3.0,60.0,20.0,24.0,0.0,0.0,0.0,차윤
sendbird_group_channel_91378786_d8acf654a8fd5b1c28a7e495be47d2f111ab30fc,2022-09-18,2022-09-05,14.0,2.0,9.0,4.5,1.0,1.0,10.0,10.0,대마왕
sendbird_group_channel_91411291_0497f0911a427f956462f9091002d499f3125320,2022-09-15,2022-09-15,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,히부리야
sendbird_group_channel_91476844_515e5f650f2f87827ab2a22e374242cef9a4058b,2022-10-24,2022-10-24,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,여니린
sendbird_group_channel_91492197_0d59eaefd4d3912cc0064e05b9018efb3df8ff8e,2022-11-20,2022-09-04,78.0,12.0,4050.0,337.5,80.0,7.0,226.0,32.3,밈수리
sendbird_group_channel_91555574_a1de6fe93459776b56ca37498280bb52e2cfa9e4,2022-10-31,2022-10-11,21.0,3.0,42.0,14.0,9.0,0.0,0.0,0.0,봄체리
sendbird_group_channel_91556464_a04901bfc36f320006d6ff544a1747941a4cceeb,2023-01-17,2022-09-04,136.0,20.0,9724.0,486.2,166.0,9.0,170.0,18.9,하루짱
sendbird_group_channel_91581493_f9e16fc4438125f56bd0ba3e27e7b44541ecfcea,2022-11-02,2022-09-04,60.0,9.0,505.0,56.11,3.0,0.0,0.0,0.0,비토Vito
sendbird_group_channel_91589778_df6b9c20a628120ef108a3f8023564839d70fbe2,2022-12-14,2022-09-23,83.0,12.0,23.0,1.92,12.0,0.0,0.0,0.0,마레 플로스
sendbird_group_channel_91605281_3d5ef38b29d04f88a3025f72de419f4af7e5268a,2022-11-12,2022-09-04,70.0,10.0,17.0,1.7,1.0,0.0,0.0,0.0,김하노_
sendbird_group_channel_91675350_9da6e93e6978dca1ed4f6a5c0eb6fe80a4c4f98d,2022-11-11,2022-09-04,69.0,10.0,861.0,86.1,13.0,0.0,0.0,0.0,왕자다
sendbird_group_channel_91727326_382505ee4431931fa882c695c1744c70518f43fd,2022-09-18,2022-09-05,14.0,2.0,12.0,6.0,3.0,0.0,0.0,0.0,너구리셀2
sendbird_group_channel_91853241_d4893a7b5700a1a30e2ba5f9f51998cdc7570d60,2023-01-19,2022-09-04,138.0,20.0,7911.0,395.55,20.0,43.0,1414.0,32.9,아톰
sendbird_group_channel_92081349_0d8372f3b205d6d224cf9bc72ab416a184237630,2022-10-05,2022-09-05,31.0,5.0,915.0,183.0,343.0,0.0,0.0,0.0,하나모
sendbird_group_channel_92092387_4a6118df4ffd3201598e6114efe6c50a7e0b3acb,2023-01-20,2022-09-05,138.0,20.0,6800.0,340.0,227.0,5.0,150.0,30.0,겨우디
sendbird_group_channel_92171265_ce3eeff8b24017372a8825fe89fd1b8394315f13,2022-09-15,2022-09-05,11.0,2.0,76.0,38.0,12.0,1.0,100.0,100.0,다정님
sendbird_group_channel_92178729_c08b6d3027caa00c3f6b7dc86af30c42f6536d84,2022-09-14,2022-09-06,9.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,하하호호
sendbird_group_channel_92185773_36fd657fc0855e2a88303bf4e7c8fc861b6c0aee,2023-01-12,2022-09-06,129.0,19.0,184.0,9.68,4.0,0.0,0.0,0.0,정두콩
sendbird_group_channel_92251141_65b471b5e5ecbaaab668e1a83d197483e2809133,2023-01-20,2022-09-06,137.0,20.0,12109.0,605.45,622.0,23.0,763.0,33.2,앙쟈
sendbird_group_channel_92261746_333ccb519b6dbc217855a03d3fad6c920c902323,2023-01-20,2022-09-06,137.0,20.0,12029.0,601.45,33.0,0.0,0.0,0.0,모구
sendbird_group_channel_92280528_bb1148216c54f7b138d6798262da032358a4f845,2023-01-20,2022-09-06,137.0,20.0,7458.0,372.9,817.0,9.0,213.0,23.7,도라선장
sendbird_group_channel_92285512_94bad1533c25254ccd74d89a45986bff224e564e,2023-01-20,2022-09-06,137.0,20.0,15292.0,764.6,618.0,10.0,300.0,30.0,숑아
sendbird_group_channel_92303671_4d4362ec2f3e5158347de0633538e9efa8c87950,2023-01-20,2022-09-07,136.0,20.0,12552.0,627.6,521.0,10.0,345.0,34.5,말랑복숭아
sendbird_group_channel_92346141_60f4ea506a0beaf2e26d44014df7fb05166589d6,2023-01-20,2022-09-07,136.0,20.0,4339.0,216.95,100.0,3.0,80.0,26.7,캉난나
sendbird_group_channel_92353369_60c076e83315f735581058f9bcfdd1356998936d,2023-01-20,2022-09-07,136.0,20.0,6338.0,316.9,321.0,42.0,1885.0,44.9,진짜물_
sendbird_group_channel_92367465_de81e4efe83d408a815c816778f738c1e256c8b0,2022-12-05,2022-09-07,90.0,13.0,1937.0,149.0,9.0,0.0,0.0,0.0,드엉이
sendbird_group_channel_92371253_65633a7af1268346273e25f67daedefdede6376a,2022-10-29,2022-09-13,47.0,7.0,2.0,0.29,1.0,0.0,0.0,0.0,NpickJudy
sendbird_group_channel_92379051_2621fa1e16088ef2e175891c883739806bd2307c,2023-01-18,2022-09-07,134.0,20.0,94.0,4.7,2.0,16.0,620.0,38.8,봄미
sendbird_group_channel_92384927_8bfe01648d264c1cbf35876cc47ddc89fba855e5,2023-01-20,2022-09-07,136.0,20.0,6021.0,301.05,122.0,3.0,70.0,23.3,윤개굴이
